ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In GetServiceProviderMetaDataCmd.java,org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,In class org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,true,org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,125,266,0,2487,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,"In method org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At GetServiceProviderMetaDataCmd.java:[line 131],org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,true,131,131,52,52,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,At GetServiceProviderMetaDataCmd.java:[line 131],org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,131,131,49,49,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5b04e4248c26cf9013dfa59f540d7677,0,0,117
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In GetServiceProviderMetaDataCmd.java,org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,In class org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,true,org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,125,266,0,2487,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,"In method org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At GetServiceProviderMetaDataCmd.java:[line 168],org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,true,168,168,352,352,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,At GetServiceProviderMetaDataCmd.java:[line 168],org.apache.cloudstack.api.command.GetServiceProviderMetaDataCmd,168,168,349,349,GetServiceProviderMetaDataCmd.java,org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,java/org/apache/cloudstack/api/command/GetServiceProviderMetaDataCmd.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4480c6e92c6500b0ec6d82ab8e7f93fd,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ListAndSwitchSAMLAccountCmd.java,org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,In class org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,true,org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,104,186,0,1581,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,"In method org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At ListAndSwitchSAMLAccountCmd.java:[line 161],org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,true,161,161,634,634,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,At ListAndSwitchSAMLAccountCmd.java:[line 161],org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,161,161,631,631,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e6e382ec52e54bf60141038431255d0e,0,0,117
Unvalidated Redirect,The following redirection could be use by an attacker to redirect users to a fishing website.,In ListAndSwitchSAMLAccountCmd.java,org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,In class org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,true,org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,104,186,0,1581,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,"In method org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At ListAndSwitchSAMLAccountCmd.java:[line 157],org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,true,157,157,590,590,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,At ListAndSwitchSAMLAccountCmd.java:[line 157],org.apache.cloudstack.api.command.ListAndSwitchSAMLAccountCmd,157,157,584,584,ListAndSwitchSAMLAccountCmd.java,org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,java/org/apache/cloudstack/api/command/ListAndSwitchSAMLAccountCmd.java,Sink method javax.servlet.http.HttpServletResponse.sendRedirect(...),javax.servlet.http.HttpServletResponse.sendRedirect(...),Sink method,UNVALIDATED_REDIRECT,2,7,SECUR,SECURITY,b62534b7e7126195d913e064c35586ee,0,0,601
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SAML2LoginAPIAuthenticatorCmd.java,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,In class org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,149,331,0,3465,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,"In method org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At SAML2LoginAPIAuthenticatorCmd.java:[line 185],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,185,185,391,391,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,At SAML2LoginAPIAuthenticatorCmd.java:[line 185],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,185,185,388,388,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0f93e077e35165c2e2973c4544dc7c7,0,2,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SAML2LoginAPIAuthenticatorCmd.java,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,In class org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,149,331,0,3465,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,"In method org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At SAML2LoginAPIAuthenticatorCmd.java:[line 209],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,209,209,627,627,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,At SAML2LoginAPIAuthenticatorCmd.java:[line 209],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,209,209,624,624,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0f93e077e35165c2e2973c4544dc7c7,1,2,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SAML2LoginAPIAuthenticatorCmd.java,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,In class org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,149,331,0,3465,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,"In method org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At SAML2LoginAPIAuthenticatorCmd.java:[line 234],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,234,234,833,833,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,At SAML2LoginAPIAuthenticatorCmd.java:[line 234],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,234,234,830,830,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f094305dd94110854bc038388d2aa1aa,0,1,117
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In SAML2LoginAPIAuthenticatorCmd.java,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,In class org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,149,331,0,3465,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,"In method org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At SAML2LoginAPIAuthenticatorCmd.java:[line 266],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,266,266,1171,1171,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,At SAML2LoginAPIAuthenticatorCmd.java:[line 266],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,266,266,1168,1168,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,da4091f3e1ff43739b4f767fa0ad2579,0,0,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SAML2LoginAPIAuthenticatorCmd.java,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,In class org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,149,331,0,3465,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,"In method org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At SAML2LoginAPIAuthenticatorCmd.java:[line 279],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,279,279,1272,1272,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,At SAML2LoginAPIAuthenticatorCmd.java:[line 279],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,279,279,1269,1269,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f094305dd94110854bc038388d2aa1aa,1,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SAML2LoginAPIAuthenticatorCmd.java,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,In class org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,149,331,0,3465,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,"In method org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd.authenticate(String, Map, HttpSession, InetAddress, String, StringBuilder, HttpServletRequest, HttpServletResponse)",org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,authenticate,(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpSession;Ljava/net/InetAddress;Ljava/lang/String;Ljava/lang/StringBuilder;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,false,true,At SAML2LoginAPIAuthenticatorCmd.java:[line 324],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,true,324,324,1680,1680,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,At SAML2LoginAPIAuthenticatorCmd.java:[line 324],org.apache.cloudstack.api.command.SAML2LoginAPIAuthenticatorCmd,324,324,1677,1677,SAML2LoginAPIAuthenticatorCmd.java,org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0f93e077e35165c2e2973c4544dc7c7,2,2,117
